Studiekode,Studienavn,Lærested,Studiested,Utdanningsområde og -type,Kvote,Opptaksrunde,År,Poenggrense
185 272,"Kunsthistorie og visuelle studier, årsstudium",UIO,Oslo,ESTETISK,ORDF,Hovedopptak,2021,49.6
185 306,Matematikk med informatikk,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 306,Matematikk med informatikk,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 308,Kultur og kommunikasjon,UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,53.2
185 308,Kultur og kommunikasjon,UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,45.4
185 327,Biovitenskap,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 327,Biovitenskap,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 366,"Filosofi, årsstudium",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,61.8
185 366,"Filosofi, årsstudium",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,52.1
185 370,Informatikk: digital økonomi og ledelse,UIO,Oslo,INFOTEKN,ORD,Hovedopptak,2021,61.2
185 370,Informatikk: digital økonomi og ledelse,UIO,Oslo,INFOTEKN,ORDF,Hovedopptak,2021,53.5
185 400,"Idéhistorie, årsstudium",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,58.1
185 400,"Idéhistorie, årsstudium",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,50.9
185 437,Musikkvitenskap,UIO,Oslo,ESTETISK,ORD,Hovedopptak,2021,44.2
185 437,Musikkvitenskap,UIO,Oslo,ESTETISK,ORDF,Hovedopptak,2021,0
185 438,Samfunnsgeografi,UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,55.5
185 438,Samfunnsgeografi,UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,42.6
185 439,Estetiske studier,UIO,Oslo,ESTETISK,ORD,Hovedopptak,2021,45.2
185 439,Estetiske studier,UIO,Oslo,ESTETISK,ORDF,Hovedopptak,2021,0
185 452,Offentlig administrasjon og ledelse,UIO,Oslo,ØKADM,ORD,Hovedopptak,2021,55.2
185 452,Offentlig administrasjon og ledelse,UIO,Oslo,ØKADM,ORDF,Hovedopptak,2021,47.5
185 459,Klassiske språk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,52.2
185 459,Klassiske språk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 461,Midtøsten-studier med tyrkisk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,41
185 461,Midtøsten-studier med tyrkisk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 462,"Kunsthistorie og visuelle studier, bachelor",UIO,Oslo,ESTETISK,ORD,Hovedopptak,2021,50.9
185 462,"Kunsthistorie og visuelle studier, bachelor",UIO,Oslo,ESTETISK,ORDF,Hovedopptak,2021,0
185 465,Helseledelse og helseøkonomi,UIO,Oslo,ØKADM,ORD,Hovedopptak,2021,59.8
185 465,Helseledelse og helseøkonomi,UIO,Oslo,ØKADM,ORDF,Hovedopptak,2021,46.3
185 474,"Honoursprogram, Samfunnsvitenskap",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,63.6
185 474,"Honoursprogram, Samfunnsvitenskap",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,60
185 478,Arkeologi,UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,50.3
185 478,Arkeologi,UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,43.7
185 479,"Filosofi, bachelor",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,54
185 479,"Filosofi, bachelor",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,41
185 480,"Teologi, bachelor",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,0
185 480,"Teologi, bachelor",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 481,"Historie, bachelor",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,47.9
185 481,"Historie, bachelor",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,37
185 482,Religion og samfunn,UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,40
185 482,Religion og samfunn,UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 483,Russisk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,47.2
185 483,Russisk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 565,"Italiensk, bachelor",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,50
185 565,"Italiensk, bachelor",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 582,Japansk med Japan-studier,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,53.6
185 582,Japansk med Japan-studier,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,37.5
185 588,"Filosofi, politikk og økonomi",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,65
185 588,"Filosofi, politikk og økonomi",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,59.8
185 592,Kinesisk med Kina-studier,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,48.1
185 592,Kinesisk med Kina-studier,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 598,Midtøsten-studier med persisk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,42.5
185 598,Midtøsten-studier med persisk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 604,"Medier og kommunikasjon, årsstudium",UIO,Oslo,MEDIEFAG,ORD,Hovedopptak,2021,55.7
185 604,"Medier og kommunikasjon, årsstudium",UIO,Oslo,MEDIEFAG,ORDF,Hovedopptak,2021,44.5
185 609,Antikkens kultur,UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,53.3
185 609,Antikkens kultur,UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,44.4
185 615,"Allmenn litteraturvitenskap, årsstudium",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,59
185 615,"Allmenn litteraturvitenskap, årsstudium",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,45.5
185 626,Kristendom og islam,UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,54.1
185 626,Kristendom og islam,UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 685,"Lektor, 8.-13. trinn, engelsk",UIO,Oslo,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,48
185 685,"Lektor, 8.-13. trinn, engelsk",UIO,Oslo,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,44.1
185 690,"Tysk, årsstudium",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,48.3
185 690,"Tysk, årsstudium",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 698,Samfunnsøkonomisk analyse,UIO,Oslo,ØKADM,ORD,Hovedopptak,2021,55.5
185 698,Samfunnsøkonomisk analyse,UIO,Oslo,ØKADM,ORDF,Hovedopptak,2021,45.7
185 707,Farmasi,UIO,Oslo,HELSEFAG - FARMASI,ORD,Hovedopptak,2021,59.4
185 707,Farmasi,UIO,Oslo,HELSEFAG - FARMASI,ORDF,Hovedopptak,2021,53.4
185 713,Klinisk ernæring,UIO,Oslo,HELSEFAG - ERNÆRING,ORD,Hovedopptak,2021,61.1
185 713,Klinisk ernæring,UIO,Oslo,HELSEFAG - ERNÆRING,ORDF,Hovedopptak,2021,53.4
185 714,"Honoursprogram, Humaniora, Musikkvitenskap",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,54.3
185 714,"Honoursprogram, Humaniora, Musikkvitenskap",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 715,"Honoursprogram, Humaniora, Filosofi og lingvistikk",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,62
185 715,"Honoursprogram, Humaniora, Filosofi og lingvistikk",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,57.1
185 724,"Rettsvitenskap (jus), høst",UIO,Oslo,JUS,ORD,Hovedopptak,2021,63.5
185 724,"Rettsvitenskap (jus), høst",UIO,Oslo,JUS,ORDF,Hovedopptak,2021,56.5
185 725,"Rettsvitenskap (jus), vår",UIO,Oslo,JUS,ORD,Hovedopptak,2021,62
185 725,"Rettsvitenskap (jus), vår",UIO,Oslo,JUS,ORDF,Hovedopptak,2021,54.8
185 740,"Medisin, høst",UIO,Oslo,HELSEFAG - MEDISIN,ORD,Hovedopptak,2021,69.5
185 740,"Medisin, høst",UIO,Oslo,HELSEFAG - MEDISIN,ORDF,Hovedopptak,2021,62
185 742,Odontologi,UIO,Oslo,HELSEFAG - ODONT,ORD,Hovedopptak,2021,67
185 742,Odontologi,UIO,Oslo,HELSEFAG - ODONT,ORDF,Hovedopptak,2021,59
185 745,"Medisin, vår",UIO,Oslo,HELSEFAG - MEDISIN,ORD,Hovedopptak,2021,68.6
185 745,"Medisin, vår",UIO,Oslo,HELSEFAG - MEDISIN,ORDF,Hovedopptak,2021,60.8
185 747,"Honoursprogram, Realfag",UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,66.3
185 747,"Honoursprogram, Realfag",UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,62.8
185 751,"Kriminologi, årsstudium",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,60.6
185 751,"Kriminologi, årsstudium",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,54.8
185 752,"Psykologi, årsstudium",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,63.5
185 752,"Psykologi, årsstudium",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,55.1
185 771,"Teologi, profesjonsstudium",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,43
185 771,"Teologi, profesjonsstudium",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 786,"Polsk, tsjekkisk, bosnisk/kroatisk/serbisk",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,47.3
185 786,"Polsk, tsjekkisk, bosnisk/kroatisk/serbisk",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 793,"Fransk, bachelor",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,40
185 793,"Fransk, bachelor",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 795,"Tysk, bachelor",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,40.2
185 795,"Tysk, bachelor",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 817,"Lektor, 8.-13. trinn, nordisk",UIO,Oslo,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
185 817,"Lektor, 8.-13. trinn, nordisk",UIO,Oslo,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
185 829,Informatikk: programmering og systemarkitektur,UIO,Oslo,INFOTEKN,ORD,Hovedopptak,2021,57.6
185 829,Informatikk: programmering og systemarkitektur,UIO,Oslo,INFOTEKN,ORDF,Hovedopptak,2021,46.5
185 830,"Informatikk: design, bruk og interaksjon",UIO,Oslo,INFOTEKN,ORD,Hovedopptak,2021,56.7
185 830,"Informatikk: design, bruk og interaksjon",UIO,Oslo,INFOTEKN,ORDF,Hovedopptak,2021,43.7
185 832,Informatikk: robotikk og intelligente systemer,UIO,Oslo,INFOTEKN,ORD,Hovedopptak,2021,56
185 832,Informatikk: robotikk og intelligente systemer,UIO,Oslo,INFOTEKN,ORDF,Hovedopptak,2021,48.3
185 837,Informatikk: språkteknologi,UIO,Oslo,INFOTEKN,ORD,Hovedopptak,2021,56.9
185 837,Informatikk: språkteknologi,UIO,Oslo,INFOTEKN,ORDF,Hovedopptak,2021,41.4
185 843,"Lektor, 8.-13. trinn, realfag",UIO,Oslo,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
185 843,"Lektor, 8.-13. trinn, realfag",UIO,Oslo,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",UIO,Oslo,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,55.5
185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",UIO,Oslo,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,49.6
185 851,"Medier og kommunikasjon, bachelor",UIO,Oslo,MEDIEFAG,ORD,Hovedopptak,2021,51.9
185 851,"Medier og kommunikasjon, bachelor",UIO,Oslo,MEDIEFAG,ORDF,Hovedopptak,2021,44.5
185 852,Pedagogikk,UIO,Oslo,PEDFAG,ORD,Hovedopptak,2021,48
185 852,Pedagogikk,UIO,Oslo,PEDFAG,ORDF,Hovedopptak,2021,40
185 853,Spesialpedagogikk,UIO,Oslo,PEDFAG,ORD,Hovedopptak,2021,49.2
185 853,Spesialpedagogikk,UIO,Oslo,PEDFAG,ORDF,Hovedopptak,2021,40.2
185 856,"Elektronikk, informatikk og teknologi",UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,47.3
185 856,"Elektronikk, informatikk og teknologi",UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,41.5
185 857,Fysikk og astronomi,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,44.1
185 857,Fysikk og astronomi,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,45.9
185 858,Geologi og geografi,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 858,Geologi og geografi,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 860,Kjemi og biokjemi,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 860,Kjemi og biokjemi,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 862,Matematikk og økonomi,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 862,Matematikk og økonomi,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 863,Materialvitenskap for energi- og nanoteknologi,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 863,Materialvitenskap for energi- og nanoteknologi,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 872,Internasjonale studier,UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,59.2
185 872,Internasjonale studier,UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,55.2
185 873,"Tverrfaglige kjønnsstudier, bachelor",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,50.8
185 873,"Tverrfaglige kjønnsstudier, bachelor",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,44.3
185 874,"Kriminologi, bachelor",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,58.5
185 874,"Kriminologi, bachelor",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,53.5
185 876,"Psykologi, bachelor",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,58.8
185 876,"Psykologi, bachelor",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,51.2
185 879,Sosialantropologi,UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,49.5
185 879,Sosialantropologi,UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,42.9
185 880,"Sosiologi, bachelor",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,53
185 880,"Sosiologi, bachelor",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,47.3
185 881,"Statsvitenskap, bachelor",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,55.6
185 881,"Statsvitenskap, bachelor",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,50.6
185 883,Utviklingsstudier,UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,53.5
185 883,Utviklingsstudier,UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,50.2
185 889,"Nordisk: språk, litteratur, retorikk",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,43.4
185 889,"Nordisk: språk, litteratur, retorikk",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 893,Lingvistikk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,54.6
185 893,Lingvistikk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 898,"Samfunnsøkonomi, bachelor",UIO,Oslo,ØKADM,ORD,Hovedopptak,2021,56.5
185 898,"Samfunnsøkonomi, bachelor",UIO,Oslo,ØKADM,ORDF,Hovedopptak,2021,48.7
185 899,Tannpleie,UIO,Oslo,HELSEFAG - ODONT,ORD,Hovedopptak,2021,54.5
185 899,Tannpleie,UIO,Oslo,HELSEFAG - ODONT,ORDF,Hovedopptak,2021,48
185 901,Klart språk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,53.2
185 901,Klart språk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 904,Kulturarv og bevaringskunnskap,UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,56
185 904,Kulturarv og bevaringskunnskap,UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,43.9
185 910,"Religionsvitenskap, årsstudium",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,54.8
185 910,"Religionsvitenskap, årsstudium",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 912,"Spansk, årsstudium",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,56.7
185 912,"Spansk, årsstudium",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,45
185 915,Geofysikk og klima,UIO,Oslo,REALFAG,ORD,Hovedopptak,2021,0
185 915,Geofysikk og klima,UIO,Oslo,REALFAG,ORDF,Hovedopptak,2021,0
185 920,"Engelsk, bachelor",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,48.6
185 920,"Engelsk, bachelor",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,32.6
185 922,"Allmenn litteraturvitenskap, bachelor",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,50.8
185 922,"Allmenn litteraturvitenskap, bachelor",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 923,Midtøsten-studier med arabisk,UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,53.5
185 923,Midtøsten-studier med arabisk,UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 924,"Spansk, bachelor",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,41.7
185 924,"Spansk, bachelor",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,0
185 929,"Religionsvitenskap, bachelor",UIO,Oslo,HISTORIE,ORD,Hovedopptak,2021,39.9
185 929,"Religionsvitenskap, bachelor",UIO,Oslo,HISTORIE,ORDF,Hovedopptak,2021,0
185 935,"Lektor, 8.-13. trinn, fremmedspråk",UIO,Oslo,LÆRER - LEKTOR 8-13,ORD,Hovedopptak,2021,0
185 935,"Lektor, 8.-13. trinn, fremmedspråk",UIO,Oslo,LÆRER - LEKTOR 8-13,ORDF,Hovedopptak,2021,0
185 941,"Psykologi , høst",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,67.8
185 941,"Psykologi , høst",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,58.3
185 942,"Psykologi , vår",UIO,Oslo,SAMFUNN,ORD,Hovedopptak,2021,66.6
185 942,"Psykologi , vår",UIO,Oslo,SAMFUNN,ORDF,Hovedopptak,2021,57
185 950,"Italiensk, årsstudium",UIO,Oslo,SPRÅK,ORD,Hovedopptak,2021,58.4
185 950,"Italiensk, årsstudium",UIO,Oslo,SPRÅK,ORDF,Hovedopptak,2021,42.4
186 002,"Ingeniør, bærekraftig teknologi",UIT,Tromsø,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 002,"Ingeniør, bærekraftig teknologi",UIT,Tromsø,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 004,"Ingeniør,  datateknikk",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 004,"Ingeniør,  datateknikk",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 006,"Ingeniør, elkraftteknikk",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 006,"Ingeniør, elkraftteknikk",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 007,"Ingeniør, droneteknologi",UIT,Tromsø,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 007,"Ingeniør, droneteknologi",UIT,Tromsø,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 012,"Ingeniør, maskin, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 012,"Ingeniør, maskin, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 017,"Ingeniør, automasjon",UIT,Tromsø,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 017,"Ingeniør, automasjon",UIT,Tromsø,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 021,"Ingeniør, havteknologi",UIT,Tromsø,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 021,"Ingeniør, havteknologi",UIT,Tromsø,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 023,"Ingeniør, bygg, Alta",UIT,Alta,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 023,"Ingeniør, bygg, Alta",UIT,Alta,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 024,"Ingeniør, elektronikk",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 024,"Ingeniør, elektronikk",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 027,"Ingeniør, satelitteknologi, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 027,"Ingeniør, satelitteknologi, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 035,"Økonomi og administrasjon, Harstad",UIT,Harstad - Hárstták,ØKADM,ORD,Hovedopptak,2021,0
186 035,"Økonomi og administrasjon, Harstad",UIT,Harstad - Hárstták,ØKADM,ORDF,Hovedopptak,2021,0
186 049,Nautikk,UIT,Tromsø,REALFAG,ORD,Hovedopptak,2021,0
186 049,Nautikk,UIT,Tromsø,REALFAG,ORDF,Hovedopptak,2021,0
186 050,"Sykepleie, Tromsø",UIT,Tromsø,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,59
186 050,"Sykepleie, Tromsø",UIT,Tromsø,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,52.9
186 051,"Sykepleie, Hammerfest",UIT,Hammerfest,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,41.7
186 051,"Sykepleie, Hammerfest",UIT,Hammerfest,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,39.5
186 055,"Sykepleie, Harstad",UIT,Harstad - Hárstták,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,43.8
186 055,"Sykepleie, Harstad",UIT,Harstad - Hárstták,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,42.4
186 056,"Sykepleie, Narvik",UIT,Narvik,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,40.6
186 056,"Sykepleie, Narvik",UIT,Narvik,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,41
186 060,Vernepleie,UIT,Harstad - Hárstták,HELSEFAG - VERNEPL,ORD,Hovedopptak,2021,44.9
186 060,Vernepleie,UIT,Harstad - Hárstták,HELSEFAG - VERNEPL,ORDF,Hovedopptak,2021,35
186 064,Nordsamisk som morsmål,UIT,Tromsø,SPRÅK,ORD,Hovedopptak,2021,0
186 064,Nordsamisk som morsmål,UIT,Tromsø,SPRÅK,ORDF,Hovedopptak,2021,0
186 067,"Ingeniør, bygg, Mo i Rana",UIT,Herøy (Nordland),TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 067,"Ingeniør, bygg, Mo i Rana",UIT,Herøy (Nordland),TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 069,"Ingeniør, maskin, Alta/Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 069,"Ingeniør, maskin, Alta/Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 070,"Barnevern, Alta",UIT,Alta,HELSEFAG - BARNEVER,ORD,Hovedopptak,2021,43.3
186 070,"Barnevern, Alta",UIT,Alta,HELSEFAG - BARNEVER,ORDF,Hovedopptak,2021,35.4
186 075,"Ingeniør, bygg, Narvik, nettbasert",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 075,"Ingeniør, bygg, Narvik, nettbasert",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 077,"Ingeniør, prosessteknologi, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
186 077,"Ingeniør, prosessteknologi, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 078,"Ingeniør, datateknikk, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORD,Hovedopptak,2021,56.3
186 078,"Ingeniør, datateknikk, Narvik",UIT,Narvik,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
186 080,Sosialt arbeid,UIT,Alta,HELSEFAG - SOSIONOM,ORD,Hovedopptak,2021,44.1
186 080,Sosialt arbeid,UIT,Alta,HELSEFAG - SOSIONOM,ORDF,Hovedopptak,2021,35.6
186 083,"Grunnskolelærer, 5.-10. trinn, Tromsø",UIT,Tromsø,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
186 083,"Grunnskolelærer, 5.-10. trinn, Tromsø",UIT,Tromsø,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
186 084,"Grunnskolelærer, 1.-7. trinn, Tromsø",UIT,Tromsø,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
186 084,"Grunnskolelærer, 1.-7. trinn, Tromsø",UIT,Tromsø,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
186 130,"Barnehagelærer, Tromsø",UIT,Tromsø,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,42.4
186 130,"Barnehagelærer, Tromsø",UIT,Tromsø,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,30
186 131,"Barnehagelærer, Alta, samlingsbasert",UIT,Alta,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,37.8
186 131,"Barnehagelærer, Alta, samlingsbasert",UIT,Alta,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
186 132,"Barnehagelærer, Tromsø, samlingsbasert",UIT,Tromsø,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,35.6
186 132,"Barnehagelærer, Tromsø, samlingsbasert",UIT,Tromsø,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
186 133,"Barnehagelærer, Kirkenes, samlingsbasert",UIT,Sør-Varanger,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,0
186 133,"Barnehagelærer, Kirkenes, samlingsbasert",UIT,Sør-Varanger,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
186 162,Praktisk prosjektledelse,UIT,Harstad - Hárstták,ØKADM,ORD,Hovedopptak,2021,0
186 162,Praktisk prosjektledelse,UIT,Harstad - Hárstták,ØKADM,ORDF,Hovedopptak,2021,0
186 164,Bedriftsøkonomi,UIT,Alta,ØKADM,ORD,Hovedopptak,2021,0
186 164,Bedriftsøkonomi,UIT,Alta,ØKADM,ORDF,Hovedopptak,2021,0
