Studiekode,Studienavn,Lærested,Studiested,Utdanningsområde og -type,Kvote,Opptaksrunde,År,Poenggrense
203 242,"Samfunnsfag, Sogndal",HVL,Sogndal,SAMFUNN,ORDF,Hovedopptak,2021,0
203 246,Jus,HVL,Sogndal,JUS,ORD,Hovedopptak,2021,46.2
203 246,Jus,HVL,Sogndal,JUS,ORDF,Hovedopptak,2021,42.1
203 302,Friluftsliv,HVL,Sogndal,IDRETT,ORD,Hovedopptak,2021,44.7
203 302,Friluftsliv,HVL,Sogndal,IDRETT,ORDF,Hovedopptak,2021,39.3
203 310,Landskapsplanlegging med landskapsarkitektur,HVL,Sogndal,SAMFUNN,ORD,Hovedopptak,2021,49.6
203 310,Landskapsplanlegging med landskapsarkitektur,HVL,Sogndal,SAMFUNN,ORDF,Hovedopptak,2021,44.5
203 317,Natur- og opplevelsesbasert reiseliv,HVL,Sogndal,REISELIV,ORD,Hovedopptak,2021,0
203 317,Natur- og opplevelsesbasert reiseliv,HVL,Sogndal,REISELIV,ORDF,Hovedopptak,2021,0
203 330,"Reiselivsledelse, bachelor",HVL,Sogndal,REISELIV,ORD,Hovedopptak,2021,0
203 330,"Reiselivsledelse, bachelor",HVL,Sogndal,REISELIV,ORDF,Hovedopptak,2021,0
203 351,Ungdomssosiologi,HVL,Sogndal,SAMFUNN,ORD,Hovedopptak,2021,0
203 351,Ungdomssosiologi,HVL,Sogndal,SAMFUNN,ORDF,Hovedopptak,2021,0
203 353,Nautikk,HVL,Haugesund,TEKNO - MARITIM,ORD,Hovedopptak,2021,45.5
203 353,Nautikk,HVL,Haugesund,TEKNO - MARITIM,ORDF,Hovedopptak,2021,38.3
203 361,"Community Arts, retning dans",HVL,Bergen,ESTETISK,ORD,Hovedopptak,2021,-2
203 361,"Community Arts, retning dans",HVL,Bergen,ESTETISK,ORDF,Hovedopptak,2021,-2
203 368,Eiendomsmegling,HVL,Sogndal,ØKADM,ORD,Hovedopptak,2021,41.9
203 368,Eiendomsmegling,HVL,Sogndal,ØKADM,ORDF,Hovedopptak,2021,39.5
203 369,"Økonomi og administrasjon, Bergen",HVL,Bergen,ØKADM,ORD,Hovedopptak,2021,52.6
203 369,"Økonomi og administrasjon, Bergen",HVL,Bergen,ØKADM,ORDF,Hovedopptak,2021,48.6
203 395,"Informasjonsteknologi, Bergen",HVL,Bergen,INFOTEKN,ORD,Hovedopptak,2021,48.8
203 395,"Informasjonsteknologi, Bergen",HVL,Bergen,INFOTEKN,ORDF,Hovedopptak,2021,38.6
203 404,"Økonomi og administrasjon, Haugesund",HVL,Haugesund,ØKADM,ORD,Hovedopptak,2021,38.5
203 404,"Økonomi og administrasjon, Haugesund",HVL,Haugesund,ØKADM,ORDF,Hovedopptak,2021,33
203 414,"Økonomi og administrasjon, Haugesund, deltid",HVL,Haugesund,ØKADM,ORD,Hovedopptak,2021,55
203 414,"Økonomi og administrasjon, Haugesund, deltid",HVL,Haugesund,ØKADM,ORDF,Hovedopptak,2021,0
203 437,"Community Arts, retning musikk",HVL,Stord,ESTETISK,ORD,Hovedopptak,2021,-2
203 437,"Community Arts, retning musikk",HVL,Stord,ESTETISK,ORDF,Hovedopptak,2021,-2
203 440,Faglærer i kroppsøving og idrettsfag,HVL,Bergen,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,50.4
203 440,Faglærer i kroppsøving og idrettsfag,HVL,Bergen,LÆRER - FAGLÆRER,ORDF,Hovedopptak,2021,47.4
203 441,"Community Arts, retning visuell kunst",HVL,Stord,ESTETISK,ORD,Hovedopptak,2021,-2
203 441,"Community Arts, retning visuell kunst",HVL,Stord,ESTETISK,ORDF,Hovedopptak,2021,-2
203 445,"Barnehagelærer, Sogndal",HVL,Sogndal,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,0
203 445,"Barnehagelærer, Sogndal",HVL,Sogndal,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
203 466,Tegnspråk og tolking,HVL,Bergen,SPRÅK,ORD,Hovedopptak,2021,48.6
203 466,Tegnspråk og tolking,HVL,Bergen,SPRÅK,ORDF,Hovedopptak,2021,0
203 469,Geologi og geofare,HVL,Sogndal,REALFAG,ORD,Hovedopptak,2021,0
203 469,Geologi og geofare,HVL,Sogndal,REALFAG,ORDF,Hovedopptak,2021,0
203 481,"Historie, bachelor",HVL,Sogndal,HISTORIE,ORD,Hovedopptak,2021,0
203 481,"Historie, bachelor",HVL,Sogndal,HISTORIE,ORDF,Hovedopptak,2021,0
203 485,Idrett og trenerrollen,HVL,Sogndal,IDRETT,ORD,Hovedopptak,2021,0
203 485,Idrett og trenerrollen,HVL,Sogndal,IDRETT,ORDF,Hovedopptak,2021,0
203 486,"Trening, fysisk aktivitet og helse",HVL,Sogndal,IDRETT,ORD,Hovedopptak,2021,37.2
203 486,"Trening, fysisk aktivitet og helse",HVL,Sogndal,IDRETT,ORDF,Hovedopptak,2021,33.7
203 505,Kunst og håndverk,HVL,Stord,ESTETISK,ORD,Hovedopptak,2021,0
203 505,Kunst og håndverk,HVL,Stord,ESTETISK,ORDF,Hovedopptak,2021,0
203 509,Personlig trener,HVL,Sogndal,IDRETT,ORD,Hovedopptak,2021,45.9
203 509,Personlig trener,HVL,Sogndal,IDRETT,ORDF,Hovedopptak,2021,42.1
203 513,"Historie, bachelor, nettbasert",HVL,Sogndal,HISTORIE,ORD,Hovedopptak,2021,0
203 513,"Historie, bachelor, nettbasert",HVL,Sogndal,HISTORIE,ORDF,Hovedopptak,2021,0
203 515,"Økonomi og administrasjon, Sogndal",HVL,Sogndal,ØKADM,ORD,Hovedopptak,2021,39.3
203 515,"Økonomi og administrasjon, Sogndal",HVL,Sogndal,ØKADM,ORDF,Hovedopptak,2021,36
203 526,Økonomi og jus,HVL,Sogndal,JUS,ORD,Hovedopptak,2021,0
203 526,Økonomi og jus,HVL,Sogndal,JUS,ORDF,Hovedopptak,2021,0
203 529,"Barnehagelærer, Bergen, deltid",HVL,Bergen,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,33.5
203 529,"Barnehagelærer, Bergen, deltid",HVL,Bergen,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
203 547,"Grunnskolelærer, 1.-7. trinn, kroppsøving",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,44.3
203 547,"Grunnskolelærer, 1.-7. trinn, kroppsøving",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,43.6
203 548,"Grunnskolelærer, 1.-7. trinn, musikk",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 548,"Grunnskolelærer, 1.-7. trinn, musikk",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 550,"Grunnskolelærer, 1.-7. trinn, samfunnsfag",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,43.5
203 550,"Grunnskolelærer, 1.-7. trinn, samfunnsfag",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,44.8
203 551,"Grunnskolelærer, 1.-7. trinn, engelsk",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 551,"Grunnskolelærer, 1.-7. trinn, engelsk",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 557,"Grunnskolelærer, 1.-7. trinn, naturfag",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 557,"Grunnskolelærer, 1.-7. trinn, naturfag",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 559,"Grunnskolelærer, 1.-7. trinn, KRLE",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 559,"Grunnskolelærer, 1.-7. trinn, KRLE",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 560,"Grunnskolelærer, 5.-10. trinn, kunst og håndverk",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
203 560,"Grunnskolelærer, 5.-10. trinn, kunst og håndverk",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
203 564,"Grunnskolelærer, 1.-7. trinn, kunst og håndverk",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 564,"Grunnskolelærer, 1.-7. trinn, kunst og håndverk",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 567,"Grunnskolelærer, 5.-10. trinn, engelsk",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,45.4
203 567,"Grunnskolelærer, 5.-10. trinn, engelsk",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,44.3
203 569,"Grunnskolelærer, 5.-10. trinn, KRLE",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
203 569,"Grunnskolelærer, 5.-10. trinn, KRLE",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
203 590,"Grunnskolelærer, 1.-7. trinn, Sogndal",HVL,Sogndal,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 590,"Grunnskolelærer, 1.-7. trinn, Sogndal",HVL,Sogndal,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 599,"Grunnskolelærer, 1.-7. trinn, mat og helse",HVL,Bergen,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
203 599,"Grunnskolelærer, 1.-7. trinn, mat og helse",HVL,Bergen,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
203 613,"Historie, årsstudium, nettbasert",HVL,Sogndal,HISTORIE,ORD,Hovedopptak,2021,54.2
203 613,"Historie, årsstudium, nettbasert",HVL,Sogndal,HISTORIE,ORDF,Hovedopptak,2021,0
203 639,"Faglærer i musikk, Bergen",HVL,Bergen,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
203 639,"Faglærer i musikk, Bergen",HVL,Bergen,LÆRER - FAGLÆRER,ORDF,Hovedopptak,2021,0
203 649,Idrett,HVL,Stord,IDRETT,ORD,Hovedopptak,2021,0
203 649,Idrett,HVL,Stord,IDRETT,ORDF,Hovedopptak,2021,0
203 651,"Grunnskolelærer, 5.-10. trinn, Sogndal",HVL,Sogndal,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
203 651,"Grunnskolelærer, 5.-10. trinn, Sogndal",HVL,Sogndal,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
203 655,"Grunnskolelærer, 5.-10. trinn, matematikk",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,49.7
203 655,"Grunnskolelærer, 5.-10. trinn, matematikk",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,49
203 657,"Grunnskolelærer, 5.-10. trinn, samfunnsfag",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,48
203 657,"Grunnskolelærer, 5.-10. trinn, samfunnsfag",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,46.3
203 658,"Grunnskolelærer, 5.-10. trinn, norsk",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
203 658,"Grunnskolelærer, 5.-10. trinn, norsk",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
203 659,"Grunnskolelærer, 5.-10. trinn, mat og helse",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,46.6
203 659,"Grunnskolelærer, 5.-10. trinn, mat og helse",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,40.6
203 660,"Grunnskolelærer, 5.-10. trinn, musikk",HVL,Bergen,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
203 660,"Grunnskolelærer, 5.-10. trinn, musikk",HVL,Bergen,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
203 667,Musikk,HVL,Stord,ESTETISK,ORD,Hovedopptak,2021,0
203 667,Musikk,HVL,Stord,ESTETISK,ORDF,Hovedopptak,2021,0
203 675,"Ingeniør, bygg, Førde",HVL,Sunnfjord,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
203 675,"Ingeniør, bygg, Førde",HVL,Sunnfjord,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
203 680,"Samfunnsfag, Stord",HVL,Stord,SAMFUNN,ORD,Hovedopptak,2021,0
203 680,"Samfunnsfag, Stord",HVL,Stord,SAMFUNN,ORDF,Hovedopptak,2021,0
203 700,Ergoterapi,HVL,Bergen,HELSEFAG - ERGO,ORD,Hovedopptak,2021,48.8
203 700,Ergoterapi,HVL,Bergen,HELSEFAG - ERGO,ORDF,Hovedopptak,2021,44.2
203 701,Radiografi,HVL,Bergen,HELSEFAG - RADIO,ORD,Hovedopptak,2021,50.5
203 701,Radiografi,HVL,Bergen,HELSEFAG - RADIO,ORDF,Hovedopptak,2021,44.6
203 702,Bioingeniør,HVL,Bergen,HELSEFAG - BIOING,ORD,Hovedopptak,2021,55.5
203 702,Bioingeniør,HVL,Bergen,HELSEFAG - BIOING,ORDF,Hovedopptak,2021,49.7
203 703,Fysioterapi,HVL,Bergen,HELSEFAG - FYSIO,ORD,Hovedopptak,2021,57
203 703,Fysioterapi,HVL,Bergen,HELSEFAG - FYSIO,ORDF,Hovedopptak,2021,52.2
203 753,Landmåling og eiendomsdesign,HVL,Bergen,TEKNO - ANNET,ORD,Hovedopptak,2021,48.7
203 753,Landmåling og eiendomsdesign,HVL,Bergen,TEKNO - ANNET,ORDF,Hovedopptak,2021,41.7
203 754,"Reiselivsledelse, årsstudium",HVL,Sogndal,REISELIV,ORD,Hovedopptak,2021,0
203 754,"Reiselivsledelse, årsstudium",HVL,Sogndal,REISELIV,ORDF,Hovedopptak,2021,0
203 822,"Ingeniør, energiteknologi",HVL,Bergen,TEKNO - INGENIØR,ORD,Hovedopptak,2021,0
203 822,"Ingeniør, energiteknologi",HVL,Bergen,TEKNO - INGENIØR,ORDF,Hovedopptak,2021,0
203 829,"Informasjonsteknologi, Førde",HVL,Sunnfjord,INFOTEKN,ORD,Hovedopptak,2021,0
203 829,"Informasjonsteknologi, Førde",HVL,Sunnfjord,INFOTEKN,ORDF,Hovedopptak,2021,0
203 835,Fornybar energi,HVL,Sogndal,SAMFUNN,ORD,Hovedopptak,2021,35.1
203 835,Fornybar energi,HVL,Sogndal,SAMFUNN,ORDF,Hovedopptak,2021,0
203 927,Sosiologi - ungdomssosiologi,HVL,Sogndal,SAMFUNN,ORD,Hovedopptak,2021,0
203 927,Sosiologi - ungdomssosiologi,HVL,Sogndal,SAMFUNN,ORDF,Hovedopptak,2021,0
204 050,"Sykepleie, Bodø",NORD,Bodø,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,46.9
204 050,"Sykepleie, Bodø",NORD,Bodø,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,44
204 055,"Sykepleie, Mo i Rana",NORD,Mo i Rana,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,43.7
204 055,"Sykepleie, Mo i Rana",NORD,Mo i Rana,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,38.1
204 056,"Sykepleie, Levanger",NORD,Levanger,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,49
204 056,"Sykepleie, Levanger",NORD,Levanger,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,45.3
204 058,"Sykepleie, Namsos",NORD,Namsos,HELSEFAG - SYKEPL,ORD,Hovedopptak,2021,44.7
204 058,"Sykepleie, Namsos",NORD,Namsos,HELSEFAG - SYKEPL,ORDF,Hovedopptak,2021,40.1
204 060,"Vernepleie, Namsos",NORD,Namsos,HELSEFAG - VERNEPL,ORD,Hovedopptak,2021,45.7
204 060,"Vernepleie, Namsos",NORD,Namsos,HELSEFAG - VERNEPL,ORDF,Hovedopptak,2021,37.5
204 061,"Vernepleie, Bodø",NORD,Bodø,HELSEFAG - VERNEPL,ORD,Hovedopptak,2021,49.2
204 061,"Vernepleie, Bodø",NORD,Bodø,HELSEFAG - VERNEPL,ORDF,Hovedopptak,2021,35.5
204 070,Barnevern,NORD,Bodø,HELSEFAG - BARNEVER,ORD,Hovedopptak,2021,45.5
204 070,Barnevern,NORD,Bodø,HELSEFAG - BARNEVER,ORDF,Hovedopptak,2021,40
204 080,"Sosialt arbeid, Bodø",NORD,Bodø,HELSEFAG - SOSIONOM,ORD,Hovedopptak,2021,46.5
204 080,"Sosialt arbeid, Bodø",NORD,Bodø,HELSEFAG - SOSIONOM,ORDF,Hovedopptak,2021,40.5
204 081,"Sosialt arbeid, Mo i Rana",NORD,Mo i Rana,HELSEFAG - SOSIONOM,ORD,Hovedopptak,2021,50.8
204 081,"Sosialt arbeid, Mo i Rana",NORD,Mo i Rana,HELSEFAG - SOSIONOM,ORDF,Hovedopptak,2021,36.7
204 083,"Grunnskolelærer, 5.-10. trinn, Bodø",NORD,Bodø,LÆRER - GRL5-10,ORD,Hovedopptak,2021,0
204 083,"Grunnskolelærer, 5.-10. trinn, Bodø",NORD,Bodø,LÆRER - GRL5-10,ORDF,Hovedopptak,2021,0
204 084,"Grunnskolelærer, 1.-7. trinn, Bodø",NORD,Bodø,LÆRER - GRL1-7,ORD,Hovedopptak,2021,0
204 084,"Grunnskolelærer, 1.-7. trinn, Bodø",NORD,Bodø,LÆRER - GRL1-7,ORDF,Hovedopptak,2021,0
204 089,Film og TV produksjon,NORD,Levanger,MEDIEFAG,ORD,Hovedopptak,2021,0
204 089,Film og TV produksjon,NORD,Levanger,MEDIEFAG,ORDF,Hovedopptak,2021,0
204 105,"Yrkesfaglærer i salg, service og reiseliv",NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
204 109,"Yrkesfaglærer, bygg- og anleggsteknikk",NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
204 123,"Yrkesfaglærer, helse- og oppvekstfag",NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,38
204 124,"Yrkesfaglærer, restaurant- og matfag",NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
204 127,Yrkesfaglærer i elektro- og datateknologi,NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
204 129,Yrkesfaglærer i teknologi- og industrifag,NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
204 130,"Barnehagelærer, Vesterålen, nettbasert",NORD,Vesterålen,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,0
204 130,"Barnehagelærer, Vesterålen, nettbasert",NORD,Vesterålen,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
204 131,"Barnehagelærer, Bodø",NORD,Bodø,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,33.6
204 131,"Barnehagelærer, Bodø",NORD,Bodø,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,29.4
204 132,"Barnehagelærer, Mo i Rana, nettbasert",NORD,Herøy (Nordland),LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,37.1
204 132,"Barnehagelærer, Mo i Rana, nettbasert",NORD,Herøy (Nordland),LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
204 133,"Barnehagelærer, arbeidsplassbasert, samisk profil",NORD,Levanger,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,0
204 133,"Barnehagelærer, arbeidsplassbasert, samisk profil",NORD,Levanger,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
204 134,"Barnehagelærer, Levanger",NORD,Levanger,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,0
204 134,"Barnehagelærer, Levanger",NORD,Levanger,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
204 135,"Barnehagelærer, Bodø, nettbasert",NORD,Bodø,LÆRER - BHGLÆRER,ORD,Hovedopptak,2021,0
204 135,"Barnehagelærer, Bodø, nettbasert",NORD,Bodø,LÆRER - BHGLÆRER,ORDF,Hovedopptak,2021,0
204 162,"Personalledelse og kompetanseutvikling, Bodø",NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,47.6
204 162,"Personalledelse og kompetanseutvikling, Bodø",NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,0
204 164,"Økonomi og ledelse, Bodø, årsstudium",NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,0
204 164,"Økonomi og ledelse, Bodø, årsstudium",NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,0
204 170,"Engelsk, Bodø, årsstudium",NORD,Bodø,SPRÅK,ORD,Hovedopptak,2021,0
204 170,"Engelsk, Bodø, årsstudium",NORD,Bodø,SPRÅK,ORDF,Hovedopptak,2021,0
204 172,"Naturforvaltning, årsstudium",NORD,Steinkjer,LANDOGHAVBRUK,ORD,Hovedopptak,2021,37.5
204 172,"Naturforvaltning, årsstudium",NORD,Steinkjer,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
204 179,"Historie, årsstudium",NORD,Bodø,HISTORIE,ORD,Hovedopptak,2021,0
204 179,"Historie, årsstudium",NORD,Bodø,HISTORIE,ORDF,Hovedopptak,2021,0
204 185,Personlig trener,NORD,Bodø,IDRETT,ORD,Hovedopptak,2021,43.9
204 185,Personlig trener,NORD,Bodø,IDRETT,ORDF,Hovedopptak,2021,41.4
204 203,Paramedisin,NORD,Bodø,HELSEFAG - ANNET,ORD,Hovedopptak,2021,58.1
204 203,Paramedisin,NORD,Bodø,HELSEFAG - ANNET,ORDF,Hovedopptak,2021,51
204 209,"Økonomi, markedsføring og ledelse, Stjørdal",NORD,Stjørdal,ØKADM,ORD,Hovedopptak,2021,40.8
204 209,"Økonomi, markedsføring og ledelse, Stjørdal",NORD,Stjørdal,ØKADM,ORDF,Hovedopptak,2021,0
204 211,Nordområdestudier,NORD,Bodø,SAMFUNN,ORD,Hovedopptak,2021,0
204 211,Nordområdestudier,NORD,Bodø,SAMFUNN,ORDF,Hovedopptak,2021,0
204 218,"Økonomi, markedsføring og ledelse, Bodø",NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,37.7
204 218,"Økonomi, markedsføring og ledelse, Bodø",NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,0
204 231,"Yrkesfaglærer, informasjonsteknologi og medieprod.",NORD,Bodø,LÆRER - FAGLÆRER,ORD,Hovedopptak,2021,0
204 240,"Sosiologi, Levanger",NORD,Levanger,SAMFUNN,ORD,Hovedopptak,2021,0
204 240,"Sosiologi, Levanger",NORD,Levanger,SAMFUNN,ORDF,Hovedopptak,2021,0
204 249,"Sosiologi, Bodø",NORD,Bodø,SAMFUNN,ORD,Hovedopptak,2021,0
204 249,"Sosiologi, Bodø",NORD,Bodø,SAMFUNN,ORDF,Hovedopptak,2021,0
204 321,"Husdyrfag, velferd og produksjon",NORD,Steinkjer,LANDOGHAVBRUK,ORD,Hovedopptak,2021,0
204 321,"Husdyrfag, velferd og produksjon",NORD,Steinkjer,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
204 327,Biologi,NORD,Bodø,REALFAG,ORD,Hovedopptak,2021,0
204 327,Biologi,NORD,Bodø,REALFAG,ORDF,Hovedopptak,2021,0
204 342,"Økonomi og ledelse, Bodø, bachelor",NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,41.2
204 342,"Økonomi og ledelse, Bodø, bachelor",NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,35.7
204 345,Siviløkonom,NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,44.2
204 345,Siviløkonom,NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,41.6
204 364,Musikkpedagog og formidler i kulturskolen,NORD,Levanger,ESTETISK,ORD,Hovedopptak,2021,-1
204 364,Musikkpedagog og formidler i kulturskolen,NORD,Levanger,ESTETISK,ORDF,Hovedopptak,2021,-1
204 368,Eiendomsmegling og markedsanalyser,NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,43.1
204 368,Eiendomsmegling og markedsanalyser,NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,41.4
204 388,"Naturforvaltning, bachelor",NORD,Steinkjer,LANDOGHAVBRUK,ORD,Hovedopptak,2021,0
204 388,"Naturforvaltning, bachelor",NORD,Steinkjer,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
204 396,"Geografi, årsstudium",NORD,Levanger,SAMFUNN,ORD,Hovedopptak,2021,0
204 396,"Geografi, årsstudium",NORD,Levanger,SAMFUNN,ORDF,Hovedopptak,2021,0
204 398,Økonomi og digitalisering,NORD,Mo i Rana,ØKADM,ORD,Hovedopptak,2021,0
204 398,Økonomi og digitalisering,NORD,Mo i Rana,ØKADM,ORDF,Hovedopptak,2021,0
204 404,"Økonomi og ledelse, Steinkjer, bachelor",NORD,Steinkjer,ØKADM,ORD,Hovedopptak,2021,40.3
204 404,"Økonomi og ledelse, Steinkjer, bachelor",NORD,Steinkjer,ØKADM,ORDF,Hovedopptak,2021,0
204 420,Natur- og kulturminneoppsyn,NORD,Steinkjer,LANDOGHAVBRUK,ORD,Hovedopptak,2021,46.4
204 420,Natur- og kulturminneoppsyn,NORD,Steinkjer,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
204 421,Husdyrvelferd,NORD,Steinkjer,LANDOGHAVBRUK,ORD,Hovedopptak,2021,0
204 421,Husdyrvelferd,NORD,Steinkjer,LANDOGHAVBRUK,ORDF,Hovedopptak,2021,0
204 427,Animal Science,NORD,Bodø,HELSEFAG - VETERIN,ORD,Hovedopptak,2021,48.8
204 427,Animal Science,NORD,Bodø,HELSEFAG - VETERIN,ORDF,Hovedopptak,2021,49.8
204 438,"Geografi, bachelor",NORD,Levanger,SAMFUNN,ORD,Hovedopptak,2021,-2
204 438,"Geografi, bachelor",NORD,Levanger,SAMFUNN,ORDF,Hovedopptak,2021,-2
204 452,"Politikk, ledelse og bærekraft",NORD,Levanger,SAMFUNN,ORD,Hovedopptak,2021,-2
204 452,"Politikk, ledelse og bærekraft",NORD,Levanger,SAMFUNN,ORDF,Hovedopptak,2021,-2
204 453,"Økonomi, digitalisering og forretningsutvikling",NORD,Mo i Rana,ØKADM,ORD,Hovedopptak,2021,0
204 453,"Økonomi, digitalisering og forretningsutvikling",NORD,Mo i Rana,ØKADM,ORDF,Hovedopptak,2021,0
204 454,Journalistikk,NORD,Bodø,MEDIEFAG,ORD,Hovedopptak,2021,0
204 454,Journalistikk,NORD,Bodø,MEDIEFAG,ORDF,Hovedopptak,2021,0
204 455,"Engelsk, Bodø, bachelor",NORD,Bodø,SPRÅK,ORD,Hovedopptak,2021,0
204 455,"Engelsk, Bodø, bachelor",NORD,Bodø,SPRÅK,ORDF,Hovedopptak,2021,0
204 473,Internasjonal markedsføring,NORD,Bodø,ØKADM,ORD,Hovedopptak,2021,34.5
204 473,Internasjonal markedsføring,NORD,Bodø,ØKADM,ORDF,Hovedopptak,2021,34.5
204 474,Nordområde- og nordiske studier,NORD,Bodø,SAMFUNN,ORD,Hovedopptak,2021,0
204 474,Nordområde- og nordiske studier,NORD,Bodø,SAMFUNN,ORDF,Hovedopptak,2021,0
204 481,"Historie, bachelor",NORD,Bodø,HISTORIE,ORD,Hovedopptak,2021,-2
204 481,"Historie, bachelor",NORD,Bodø,HISTORIE,ORDF,Hovedopptak,2021,-2
204 486,Idrett,NORD,Levanger,IDRETT,ORD,Hovedopptak,2021,0
204 486,Idrett,NORD,Levanger,IDRETT,ORDF,Hovedopptak,2021,0
204 488,Idrettsvitenskap,NORD,Levanger,IDRETT,ORD,Hovedopptak,2021,0
204 488,Idrettsvitenskap,NORD,Levanger,IDRETT,ORDF,Hovedopptak,2021,0
