Lærested,Lærestedsnavn ,Studiekode,Studienavn,Studiested,Utdanningsområde- og type,Kvote,År,Opptaksfase,Poenggrense,Poenggrense + venteliste,Antall på venteliste,Antall studier per kvote i år
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORD,2019,Suppleringsopptak,51.6,51.6 (426),426,1303
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORD,2020,Hovedopptak,52.3,52.3 (785),785,1303
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORD,2020,Suppleringsopptak,52.3,52.3 (471),471,1303
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORDF,2019,Hovedopptak,45.6,45.6 (314),314,1272
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORDF,2019,Suppleringsopptak,45.4,45.4 (176),176,1272
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORDF,2020,Hovedopptak,48.2,48.2 (406),406,1272
UIA,Universitetet i Agder,201 080,Sosialt arbeid,Kristiansand,HELSEFAG - SOSIONOM,ORDF,2020,Suppleringsopptak,48.2,48.2 (234),234,1272
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORD,2019,Hovedopptak,47.1,47.1 (137),137,1303
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORD,2019,Suppleringsopptak,45.4,45.4 (62),62,1303
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORD,2020,Hovedopptak,46.5,46.5 (128),128,1303
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORD,2020,Suppleringsopptak,46.5,46.5 (71),71,1303
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORDF,2019,Hovedopptak,46.0,46.0 (100),100,1272
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORDF,2019,Suppleringsopptak,45.2,45.2 (43),43,1272
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORDF,2020,Hovedopptak,46.7,46.7 (93),93,1272
UIA,Universitetet i Agder,201 083,"Grunnskolelærer, 5.-10. trinn",Kristiansand,LÆRER - GRL5-10,ORDF,2020,Suppleringsopptak,46.5,46.5 (50),50,1272
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORD,2019,Hovedopptak,44.5,44.5 (92),92,1303
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORD,2019,Suppleringsopptak,43.6,43.6 (43),43,1303
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORD,2020,Hovedopptak,44.6,44.6 (85),85,1303
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORD,2020,Suppleringsopptak,44.4,44.4 (49),49,1303
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORDF,2019,Hovedopptak,42.7,42.7 (69),69,1272
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORDF,2019,Suppleringsopptak,41.4,41.4 (33),33,1272
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORDF,2020,Hovedopptak,44.1,44.1 (70),70,1272
UIA,Universitetet i Agder,201 084,"Grunnskolelærer, 1.-7. trinn",Kristiansand,LÆRER - GRL1-7,ORDF,2020,Suppleringsopptak,44.1,44.1 (38),38,1272
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORD,2019,Hovedopptak,43.0,43.0 (263),263,1303
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORD,2019,Suppleringsopptak,41.5,41.5 (124),124,1303
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORD,2020,Hovedopptak,43.5,43.5 (296),296,1303
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORD,2020,Suppleringsopptak,43.3,43.3 (179),179,1303
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORDF,2019,Hovedopptak,36.4,36.4 (97),97,1272
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORDF,2019,Suppleringsopptak,33.9,33.9 (38),38,1272
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORDF,2020,Hovedopptak,38.2,38.2 (123),123,1272
UIA,Universitetet i Agder,201 130,"Barnehagelærer, Kristiansand",Kristiansand,LÆRER - BHGLÆRER,ORDF,2020,Suppleringsopptak,37.7,37.7 (69),69,1272
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORD,2019,Hovedopptak,42.8,42.8 (172),172,1303
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORD,2019,Suppleringsopptak,40.7,40.7 (81),81,1303
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORD,2020,Hovedopptak,43.6,43.6 (177),177,1303
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORD,2020,Suppleringsopptak,43.6,43.6 (114),114,1303
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORDF,2019,Hovedopptak,36.4,36.4 (56),56,1272
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORDF,2019,Suppleringsopptak,33.3,33.3 (20),20,1272
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORDF,2020,Hovedopptak,36.7,36.7 (66),66,1272
UIA,Universitetet i Agder,201 132,"Barnehagelærer, Grimstad",Grimstad,LÆRER - BHGLÆRER,ORDF,2020,Suppleringsopptak,36.7,36.7 (39),39,1272
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORD,2019,Hovedopptak,O.i.,O.i. (48),48,1303
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORD,2019,Suppleringsopptak,O.i.,O.i. (28),28,1303
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORD,2020,Hovedopptak,41.6,41.6 (84),84,1303
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORD,2020,Suppleringsopptak,41.6,41.6 (56),56,1303
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORDF,2019,Hovedopptak,O.i.,O.i. (5),5,1272
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORDF,2019,Suppleringsopptak,O.i.,O.i. (0),0,1272
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORDF,2020,Hovedopptak,34.1,34.1 (24),24,1272
UIA,Universitetet i Agder,201 149,Multimedieteknologi og -design,Grimstad,TEKNO - ANNET,ORDF,2020,Suppleringsopptak,34.1,34.1 (18),18,1272
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORD,2020,Hovedopptak,43.9,43.9 (42),42,1303
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORD,2020,Suppleringsopptak,43.6,43.6 (19),19,1303
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORDF,2020,Hovedopptak,33.9,33.9 (11),11,1272
UIA,Universitetet i Agder,201 170,"Engelsk, årsstudium",Kristiansand,SPRÅK,ORDF,2020,Suppleringsopptak,33.0,33.0 (4),4,1272
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORD,2019,Hovedopptak,46.6,46.6 (60),60,1303
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORD,2019,Suppleringsopptak,46.4,46.4 (17),17,1303
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORD,2020,Hovedopptak,49.6,49.6 (122),122,1303
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORD,2020,Suppleringsopptak,49.6,49.6 (43),43,1303
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORDF,2019,Hovedopptak,39.2,39.2 (24),24,1272
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORDF,2019,Suppleringsopptak,38.3,38.3 (7),7,1272
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORDF,2020,Hovedopptak,42.9,42.9 (43),43,1272
UIA,Universitetet i Agder,201 172,Friluftsliv,Kristiansand,IDRETT,ORDF,2020,Suppleringsopptak,40.4,40.4 (15),15,1272
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 174,Fransk,Kristiansand,SPRÅK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 179,"Historie, årsstudium",Kristiansand,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORD,2020,Hovedopptak,45.8,45.8 (28),28,1303
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORD,2020,Suppleringsopptak,45.6,45.6 (17),17,1303
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORDF,2020,Hovedopptak,43.5,43.5 (16),16,1272
UIA,Universitetet i Agder,201 184,"Biologi, årsstudium",Kristiansand,REALFAG,ORDF,2020,Suppleringsopptak,43.5,43.5 (9),9,1272
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORD,2019,Hovedopptak,50.0,50.0 (102),102,1303
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORD,2019,Suppleringsopptak,46.7,46.7 (44),44,1303
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORD,2020,Hovedopptak,49.4,49.4 (91),91,1303
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORD,2020,Suppleringsopptak,47.5,47.5 (36),36,1303
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORDF,2019,Hovedopptak,35.2,35.2 (13),13,1272
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORDF,2020,Hovedopptak,34.5,34.5 (12),12,1272
UIA,Universitetet i Agder,201 187,IKT,Grimstad,INFOTEKN,ORDF,2020,Suppleringsopptak,30.4,30.4 (3),3,1272
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORD,2019,Hovedopptak,53.4,53.4 (157),157,1303
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORD,2019,Suppleringsopptak,53.4,53.4 (94),94,1303
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORD,2020,Hovedopptak,55.5,55.5 (256),256,1303
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORD,2020,Suppleringsopptak,53.2,53.2 (94),94,1303
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORDF,2019,Hovedopptak,36.0,36.0 (12),12,1272
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORDF,2019,Suppleringsopptak,36.0,36.0 (6),6,1272
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORDF,2020,Hovedopptak,38.9,38.9 (53),53,1272
UIA,Universitetet i Agder,201 189,"IT og informasjonssystemer, årsstudium",Kristiansand,INFOTEKN,ORDF,2020,Suppleringsopptak,34.0,34.0 (9),9,1272
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORD,2020,Hovedopptak,44.6,44.6 (25),25,1303
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORD,2020,Suppleringsopptak,44.6,44.6 (18),18,1303
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 200,Visuell kunst og formidling,Kristiansand,ESTETISK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORD,2019,Hovedopptak,48.0,48.0 (167),167,1303
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORD,2019,Suppleringsopptak,48.0,48.0 (99),99,1303
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORD,2020,Hovedopptak,47.4,47.4 (154),154,1303
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORD,2020,Suppleringsopptak,47.4,47.4 (95),95,1303
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORDF,2019,Hovedopptak,39.7,39.7 (59),59,1272
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORDF,2019,Suppleringsopptak,39.7,39.7 (33),33,1272
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORDF,2020,Hovedopptak,41.3,41.3 (60),60,1272
UIA,Universitetet i Agder,201 203,Folkehelsearbeid,Kristiansand,HELSEFAG - ANNET,ORDF,2020,Suppleringsopptak,40.8,40.8 (43),43,1272
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 205,"Matematikk, årsstudium",Kristiansand,REALFAG,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 210,"Nordisk språk og litteratur, årsstudium",Kristiansand,SPRÅK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORD,2019,Hovedopptak,O.i.,O.i. (29),29,1303
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORD,2019,Suppleringsopptak,O.i.,O.i. (18),18,1303
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORD,2020,Hovedopptak,45.2,45.2 (63),63,1303
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORD,2020,Suppleringsopptak,45.2,45.2 (36),36,1303
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORDF,2019,Hovedopptak,O.i.,O.i. (8),8,1272
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORDF,2019,Suppleringsopptak,O.i.,O.i. (2),2,1272
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORDF,2020,Hovedopptak,38.5,38.5 (23),23,1272
UIA,Universitetet i Agder,201 238,"Statsvitenskap, årsstudium",Kristiansand,SAMFUNN,ORDF,2020,Suppleringsopptak,38.5,38.5 (12),12,1272
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORD,2019,Hovedopptak,48.4,48.4 (108),108,1303
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORD,2019,Suppleringsopptak,47.6,47.6 (61),61,1303
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORD,2020,Hovedopptak,51.5,51.5 (202),202,1303
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORD,2020,Suppleringsopptak,50.2,50.2 (106),106,1303
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORDF,2019,Hovedopptak,41.4,41.4 (50),50,1272
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORDF,2019,Suppleringsopptak,40.8,40.8 (24),24,1272
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORDF,2020,Hovedopptak,43.7,43.7 (90),90,1272
UIA,Universitetet i Agder,201 240,Sosiologi,Kristiansand,SAMFUNN,ORDF,2020,Suppleringsopptak,43.7,43.7 (53),53,1272
UIA,Universitetet i Agder,201 242,Samfunnsfag,Kristiansand,SAMFUNN,ORD,2019,Hovedopptak,O.i.,O.i. (0),0,1303
UIA,Universitetet i Agder,201 242,Samfunnsfag,Kristiansand,SAMFUNN,ORD,2019,Suppleringsopptak,O.i.,O.i. (0),0,1303
UIA,Universitetet i Agder,201 242,Samfunnsfag,Kristiansand,SAMFUNN,ORDF,2019,Hovedopptak,O.i.,O.i. (0),0,1272
UIA,Universitetet i Agder,201 242,Samfunnsfag,Kristiansand,SAMFUNN,ORDF,2019,Suppleringsopptak,O.i.,O.i. (0),0,1272
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORD,2019,Hovedopptak,45.7,45.7 (48),48,1303
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORD,2019,Suppleringsopptak,44.5,44.5 (24),24,1303
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORD,2020,Hovedopptak,45.4,45.4 (51),51,1303
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORD,2020,Suppleringsopptak,45.4,45.4 (30),30,1303
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORDF,2019,Hovedopptak,43.7,43.7 (28),28,1272
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORDF,2019,Suppleringsopptak,42.6,42.6 (12),12,1272
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORDF,2020,Hovedopptak,43.0,43.0 (24),24,1272
UIA,Universitetet i Agder,201 247,Utviklingsstudiet,Kristiansand,SAMFUNN,ORDF,2020,Suppleringsopptak,43.0,43.0 (12),12,1272
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORD,2019,Hovedopptak,48.6,48.6 (309),309,1303
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORD,2019,Suppleringsopptak,48.5,48.5 (195),195,1303
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORD,2020,Hovedopptak,49.2,49.2 (462),462,1303
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORD,2020,Suppleringsopptak,48.8,48.8 (256),256,1303
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORDF,2019,Hovedopptak,38.4,38.4 (70),70,1272
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORDF,2019,Suppleringsopptak,38.3,38.3 (45),45,1272
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORDF,2020,Hovedopptak,40.2,40.2 (162),162,1272
UIA,Universitetet i Agder,201 260,"IT og informasjonssystemer, bachelor",Kristiansand,INFOTEKN,ORDF,2020,Suppleringsopptak,39.6,39.6 (86),86,1272
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
