Lærested,Lærestedsnavn ,Studiekode,Studienavn,Studiested,Utdanningsområde- og type,Kvote,År,Opptaksfase,Poenggrense,Poenggrense + venteliste,Antall på venteliste,Antall studier per kvote i år
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 303,"Oversetting og interkulturell komm., engelsk",Kristiansand,SPRÅK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORD,2019,Hovedopptak,48.4,48.4 (50),50,1303
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORD,2019,Suppleringsopptak,46.7,46.7 (27),27,1303
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORD,2020,Hovedopptak,48.9,48.9 (44),44,1303
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORD,2020,Suppleringsopptak,46.7,46.7 (23),23,1303
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORDF,2019,Hovedopptak,46.2,46.2 (34),34,1272
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORDF,2019,Suppleringsopptak,44.7,44.7 (15),15,1272
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORDF,2020,Hovedopptak,43.7,43.7 (23),23,1272
UIA,Universitetet i Agder,201 327,"Biologi, bachelor",Kristiansand,REALFAG,ORDF,2020,Suppleringsopptak,42.8,42.8 (12),12,1272
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORD,2019,Hovedopptak,42.1,42.1 (20),20,1303
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORD,2019,Suppleringsopptak,42.1,42.1 (13),13,1303
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORD,2020,Hovedopptak,48.4,48.4 (43),43,1303
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORD,2020,Suppleringsopptak,48.4,48.4 (20),20,1303
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 336,Skolebibliotekkunnskap,Kristiansand,MEDIEFAG,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORD,2019,Hovedopptak,44.0,44.0 (92),92,1303
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORD,2019,Suppleringsopptak,44.0,44.0 (55),55,1303
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORD,2020,Hovedopptak,47.2,47.2 (181),181,1303
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORD,2020,Suppleringsopptak,47.2,47.2 (98),98,1303
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORDF,2019,Hovedopptak,43.8,43.8 (72),72,1272
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORDF,2019,Suppleringsopptak,43.8,43.8 (44),44,1272
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORDF,2020,Hovedopptak,46.0,46.0 (126),126,1272
UIA,Universitetet i Agder,201 345,Økonomi og administrasjon - siviløkonom,Kristiansand,ØKADM,ORDF,2020,Suppleringsopptak,46.0,46.0 (63),63,1272
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORD,2019,Hovedopptak,43.0,43.0 (410),410,1303
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORD,2019,Suppleringsopptak,43.0,43.0 (198),198,1303
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORD,2020,Hovedopptak,45.8,45.8 (748),748,1303
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORD,2020,Suppleringsopptak,45.8,45.8 (354),354,1303
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORDF,2019,Hovedopptak,41.3,41.3 (254),254,1272
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORDF,2019,Suppleringsopptak,41.3,41.3 (101),101,1272
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORDF,2020,Hovedopptak,44.2,44.2 (506),506,1272
UIA,Universitetet i Agder,201 359,Markedsføring og ledelse,Kristiansand,ØKADM,ORDF,2020,Suppleringsopptak,44.2,44.2 (221),221,1272
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 366,Filosofi,Kristiansand,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORD,2019,Hovedopptak,43.3,43.3 (362),362,1303
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORD,2019,Suppleringsopptak,43.3,43.3 (199),199,1303
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORD,2020,Hovedopptak,47.1,47.1 (794),794,1303
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORD,2020,Suppleringsopptak,47.1,47.1 (420),420,1303
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORDF,2019,Hovedopptak,41.0,41.0 (220),220,1272
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORDF,2019,Suppleringsopptak,41.0,41.0 (114),114,1272
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORDF,2020,Hovedopptak,45.0,45.0 (508),508,1272
UIA,Universitetet i Agder,201 369,Økonomi og administrasjon,Kristiansand,ØKADM,ORDF,2020,Suppleringsopptak,45.0,45.0 (253),253,1272
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORD,2019,Hovedopptak,47.1,47.1 (189),189,1303
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORD,2019,Suppleringsopptak,47.1,47.1 (90),90,1303
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORD,2020,Hovedopptak,46.0,46.0 (215),215,1303
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORD,2020,Suppleringsopptak,46.0,46.0 (100),100,1303
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORDF,2019,Hovedopptak,44.3,44.3 (114),114,1272
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORDF,2019,Suppleringsopptak,43.2,43.2 (50),50,1272
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORDF,2020,Hovedopptak,43.4,43.4 (138),138,1272
UIA,Universitetet i Agder,201 440,"Idrett, bachelor",Kristiansand,IDRETT,ORDF,2020,Suppleringsopptak,43.1,43.1 (63),63,1272
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORD,2019,Hovedopptak,38.9,38.9 (14),14,1303
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORD,2019,Suppleringsopptak,38.9,38.9 (8),8,1303
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORD,2020,Hovedopptak,41.3,41.3 (20),20,1303
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORD,2020,Suppleringsopptak,41.3,41.3 (9),9,1303
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORDF,2019,Hovedopptak,32.9,32.9 (5),5,1272
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORDF,2019,Suppleringsopptak,30.8,30.8 (2),2,1272
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORDF,2020,Hovedopptak,36.0,36.0 (6),6,1272
UIA,Universitetet i Agder,201 456,"Litteratur, film og teater, bachelor",Kristiansand,SPRÅK,ORDF,2020,Suppleringsopptak,36.0,36.0 (2),2,1272
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORD,2019,Hovedopptak,O.i.,O.i. (53),53,1303
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORD,2019,Suppleringsopptak,O.i.,O.i. (28),28,1303
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORD,2020,Hovedopptak,41.4,41.4 (47),47,1303
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORD,2020,Suppleringsopptak,41.4,41.4 (33),33,1303
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORDF,2019,Hovedopptak,O.i.,O.i. (3),3,1272
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORDF,2019,Suppleringsopptak,O.i.,O.i. (0),0,1272
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORDF,2020,Hovedopptak,35.3,35.3 (18),18,1272
UIA,Universitetet i Agder,201 474,Samfunnsplanlegging og kommunikasjon,Kristiansand,SAMFUNN,ORDF,2020,Suppleringsopptak,35.3,35.3 (12),12,1272
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 479,Anvendt filosofi,Kristiansand,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 481,"Historie, bachelor",Kristiansand,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 482,"Religion, etikk og samfunn, bachelor",Kristiansand,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORD,2019,Hovedopptak,48.2,48.2 (110),110,1303
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORD,2019,Suppleringsopptak,48.2,48.2 (65),65,1303
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORD,2020,Hovedopptak,42.7,42.7 (41),41,1303
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORD,2020,Suppleringsopptak,42.7,42.7 (20),20,1303
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORDF,2019,Hovedopptak,45.6,45.6 (55),55,1272
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORDF,2019,Suppleringsopptak,45.6,45.6 (31),31,1272
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORDF,2020,Hovedopptak,42.5,42.5 (15),15,1272
UIA,Universitetet i Agder,201 484,Utviklingsstudier,Kristiansand,SAMFUNN,ORDF,2020,Suppleringsopptak,42.5,42.5 (9),9,1272
UIA,Universitetet i Agder,201 511,Lærerutdanning for tospråklige,Kristiansand,LÆRER - ANNET,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 511,Lærerutdanning for tospråklige,Kristiansand,LÆRER - ANNET,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 511,Lærerutdanning for tospråklige,Kristiansand,LÆRER - ANNET,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 511,Lærerutdanning for tospråklige,Kristiansand,LÆRER - ANNET,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORD,2019,Hovedopptak,54.2,54.2 (554),554,1303
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORD,2019,Suppleringsopptak,54.2,54.2 (310),310,1303
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORD,2020,Hovedopptak,55.2,55.2 (613),613,1303
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORD,2020,Suppleringsopptak,55.2,55.2 (342),342,1303
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORDF,2019,Hovedopptak,50.0,50.0 (334),334,1272
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORDF,2019,Suppleringsopptak,50.0,50.0 (187),187,1272
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORDF,2020,Hovedopptak,51.3,51.3 (378),378,1272
UIA,Universitetet i Agder,201 526,Rettsvitenskap,Kristiansand,JUS,ORDF,2020,Suppleringsopptak,51.3,51.3 (200),200,1272
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORD,2019,Hovedopptak,53.8,53.8 (94),94,1303
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORD,2019,Suppleringsopptak,53.8,53.8 (46),46,1303
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORD,2020,Hovedopptak,54.6,54.6 (82),82,1303
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORD,2020,Suppleringsopptak,53.8,53.8 (50),50,1303
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORDF,2019,Hovedopptak,52.3,52.3 (77),77,1272
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORDF,2019,Suppleringsopptak,52.3,52.3 (36),36,1272
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORDF,2020,Hovedopptak,52.1,52.1 (64),64,1272
UIA,Universitetet i Agder,201 597,"Lektor, 8.-13. trinn, m/idrett i første studieår",Kristiansand,LÆRER - LEKTOR 8-13,ORDF,2020,Suppleringsopptak,51.2,51.2 (37),37,1272
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORD,2019,Hovedopptak,O.i.,O.i. (0),0,1303
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORD,2019,Suppleringsopptak,O.i.,O.i. (0),0,1303
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORD,2020,Hovedopptak,43.0,43.0 (14),14,1303
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORD,2020,Suppleringsopptak,43.0,43.0 (9),9,1303
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORDF,2019,Hovedopptak,O.i.,O.i. (0),0,1272
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORDF,2019,Suppleringsopptak,O.i.,O.i. (0),0,1272
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORDF,2020,Hovedopptak,34.7,34.7 (5),5,1272
UIA,Universitetet i Agder,201 618,Drama,Kristiansand,ESTETISK,ORDF,2020,Suppleringsopptak,34.7,34.7 (4),4,1272
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORD,2019,Hovedopptak,44.0,44.0 (10),10,1303
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORD,2019,Suppleringsopptak,43.5,43.5 (5),5,1303
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORD,2020,Hovedopptak,48.8,48.8 (31),31,1303
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORD,2020,Suppleringsopptak,48.8,48.8 (18),18,1303
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORDF,2020,Hovedopptak,34.2,34.2 (1),1,1272
UIA,Universitetet i Agder,201 642,Kunst og håndverk,Kristiansand,ESTETISK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORD,2019,Hovedopptak,52.1,52.1 (125),125,1303
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORD,2019,Suppleringsopptak,52.1,52.1 (57),57,1303
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORD,2020,Hovedopptak,54.5,54.5 (195),195,1303
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORD,2020,Suppleringsopptak,53.1,53.1 (85),85,1303
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORDF,2019,Hovedopptak,44.8,44.8 (35),35,1272
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORDF,2019,Suppleringsopptak,44.7,44.7 (16),16,1272
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORDF,2020,Hovedopptak,46.2,46.2 (74),74,1272
UIA,Universitetet i Agder,201 646,"Ernæring, mat og kultur",Kristiansand,HELSEFAG - ANNET,ORDF,2020,Suppleringsopptak,46.2,46.2 (33),33,1272
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORD,2019,Hovedopptak,49.6,49.6 (134),134,1303
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORD,2019,Suppleringsopptak,49.3,49.3 (75),75,1303
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORD,2020,Hovedopptak,51.9,51.9 (259),259,1303
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORD,2020,Suppleringsopptak,51.9,51.9 (117),117,1303
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORDF,2019,Hovedopptak,46.1,46.1 (79),79,1272
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORDF,2019,Suppleringsopptak,46.1,46.1 (41),41,1272
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORDF,2020,Hovedopptak,49.6,49.6 (154),154,1272
UIA,Universitetet i Agder,201 649,"Idrett, årsstudium",Kristiansand,IDRETT,ORDF,2020,Suppleringsopptak,49.6,49.6 (69),69,1272
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 652,"Religion, etikk og samfunn, årsstudium",Kristiansand,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 661,Fysikk,Kristiansand,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 661,Fysikk,Kristiansand,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIA,Universitetet i Agder,201 661,Fysikk,Kristiansand,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 661,Fysikk,Kristiansand,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIA,Universitetet i Agder,201 663,"Kommunikasjon, medieproduksjon, årsstudium",Kristiansand,MEDIEFAG,ORD,2019,Hovedopptak,47.9,47.9 (52),52,1303
